Date,Amount,Category,Description
2025-03-06 10:46:32.872609,718.68,Food,Watched a movie
2024-01-20 10:46:32.872609,571.96,Travel,Watched a movie
2022-10-13 10:46:32.872609,311.69,Entertainment,Electricity bill
2023-11-01 10:46:32.872609,715.95,Entertainment,Paid for groceries
2021-02-16 10:46:32.872609,676.55,Utilities,Electricity bill
2020-08-06 10:46:32.872609,162.9,Education,Electricity bill
2023-06-04 10:46:32.872609,807.15,Shopping,Watched a movie
2024-04-08 10:46:32.872609,137.27,Education,Electricity bill
2025-04-14 10:46:32.872609,611.37,Entertainment,Watched a movie
2025-04-06 10:46:32.872609,860.56,Food,Online course fee
2022-08-27 10:46:32.872609,264.73,Education,Bought clothes
2023-09-14 10:46:32.872609,235.64,Food,Uber ride
2024-03-08 10:46:32.872609,852.41,Entertainment,Bought clothes
2023-11-20 10:46:32.872609,587.4,Travel,Lunch with friends
2023-12-21 10:46:32.872609,156.88,Entertainment,Bought clothes
2022-02-20 10:46:32.872609,21.95,Shopping,Lunch with friends
2022-03-25 10:46:32.872609,370.52,Education,Uber ride
2024-05-23 10:46:32.872609,513.51,Entertainment,Watched a movie
2021-02-28 10:46:32.872609,871.53,Food,Doctor visit
2023-04-04 10:46:32.872609,521.65,Utilities,Paid for groceries
2020-11-29 10:46:32.872609,482.2,Utilities,Bought clothes
2022-06-10 10:46:32.872609,901.0,Entertainment,Uber ride
2022-02-08 10:46:32.872609,972.68,Food,Uber ride
2024-02-23 10:46:32.872609,647.41,Education,Paid for groceries
2022-05-18 10:46:32.872609,591.26,Food,Electricity bill
2025-05-21 10:46:32.872609,506.08,Health,Online course fee
2022-02-09 10:46:32.872609,528.1,Education,Online course fee
2022-01-07 10:46:32.872609,384.2,Entertainment,Uber ride
2024-03-26 10:46:32.872609,926.82,Health,Watched a movie
2024-07-17 10:46:32.872609,651.89,Education,Uber ride
2024-03-17 10:46:32.872609,872.07,Education,Bought clothes
2022-03-25 10:46:32.872609,487.23,Health,Online course fee
2021-08-11 10:46:32.872609,489.16,Entertainment,Paid for groceries
2021-05-25 10:46:32.872609,386.07,Health,Online course fee
2023-06-16 10:46:32.872609,672.06,Education,Uber ride
2024-11-05 10:46:32.872609,74.11,Travel,Paid for groceries
2021-11-26 10:46:32.872609,232.58,Education,Watched a movie
2020-11-15 10:46:32.872609,214.36,Food,Lunch with friends
2025-01-26 10:46:32.872609,158.59,Shopping,Uber ride
2025-05-12 10:46:32.872609,612.55,Shopping,Uber ride
2025-01-20 10:46:32.872609,731.47,Entertainment,Uber ride
2025-02-04 10:46:32.872609,128.4,Food,Electricity bill
2023-12-02 10:46:32.872609,204.97,Utilities,Doctor visit
2022-10-27 10:46:32.872609,503.8,Utilities,Online course fee
2024-04-04 10:46:32.872609,573.71,Travel,Electricity bill
2022-05-07 10:46:32.872609,642.25,Entertainment,Watched a movie
2024-05-16 10:46:32.872609,22.08,Education,Lunch with friends
2021-05-04 10:46:32.872609,748.79,Shopping,Online course fee
2024-08-07 10:46:32.872609,820.71,Shopping,Bought clothes
2020-09-12 10:46:32.872609,789.81,Entertainment,Watched a movie
2024-03-25 10:46:32.872609,899.15,Travel,Uber ride
2023-05-06 10:46:32.872609,743.96,Travel,Paid for groceries
2022-03-19 10:46:32.872609,369.92,Education,Bought clothes
2022-01-04 10:46:32.872609,42.51,Education,Watched a movie
2022-11-26 10:46:32.872609,630.14,Utilities,Uber ride
2022-10-28 10:46:32.872609,952.51,Food,Watched a movie
2022-09-25 10:46:32.872609,512.34,Health,Uber ride
2024-09-07 10:46:32.872609,278.76,Education,Bought clothes
2020-10-02 10:46:32.872609,962.04,Health,Uber ride
2023-10-29 10:46:32.872609,848.14,Utilities,Uber ride
2024-07-11 10:46:32.872609,542.35,Health,Uber ride
2023-10-06 10:46:32.872609,88.65,Entertainment,Uber ride
2025-02-17 10:46:32.872609,799.94,Entertainment,Watched a movie
2021-08-14 10:46:32.872609,452.17,Education,Paid for groceries
2022-06-24 10:46:32.872609,527.72,Food,Doctor visit
2024-08-17 10:46:32.872609,252.25,Education,Uber ride
2024-07-21 10:46:32.872609,799.3,Health,Bought clothes
2021-10-20 10:46:32.872609,190.86,Shopping,Electricity bill
2024-05-27 10:46:32.872609,936.97,Health,Doctor visit
2023-07-21 10:46:32.872609,858.95,Food,Uber ride
2024-02-19 10:46:32.872609,236.06,Education,Lunch with friends
2024-12-15 10:46:32.872609,720.21,Education,Paid for groceries
2023-03-23 10:46:32.872609,185.66,Health,Watched a movie
2024-04-27 10:46:32.872609,979.58,Utilities,Watched a movie
2022-07-26 10:46:32.872609,273.11,Travel,Lunch with friends
2023-05-26 10:46:32.872609,284.7,Travel,Paid for groceries
2022-03-28 10:46:32.872609,745.68,Health,Doctor visit
2025-04-18 10:46:32.872609,736.0,Shopping,Online course fee
2021-07-05 10:46:32.872609,918.29,Food,Paid for groceries
2025-04-08 10:46:32.872609,907.08,Health,Watched a movie
2024-03-29 10:46:32.872609,141.22,Health,Paid for groceries
2025-06-21 10:46:32.872609,309.73,Food,Online course fee
2023-09-08 10:46:32.872609,215.65,Food,Lunch with friends
2021-07-27 10:46:32.872609,251.5,Entertainment,Uber ride
2022-03-15 10:46:32.872609,764.06,Travel,Watched a movie
2021-02-06 10:46:32.872609,482.51,Education,Lunch with friends
2023-03-13 10:46:32.872609,107.29,Entertainment,Bought clothes
2021-04-10 10:46:32.872609,882.82,Food,Uber ride
2024-09-16 10:46:32.872609,60.57,Food,Paid for groceries
2022-01-02 10:46:32.872609,792.12,Travel,Bought clothes
2024-08-15 10:46:32.872609,82.32,Education,Uber ride
2025-02-01 10:46:32.872609,483.52,Entertainment,Watched a movie
2023-09-09 10:46:32.872609,447.48,Travel,Doctor visit
2024-10-31 10:46:32.872609,481.28,Education,Online course fee
2021-07-31 10:46:32.872609,108.88,Entertainment,Watched a movie
2024-05-14 10:46:32.872609,593.48,Shopping,Doctor visit
2022-06-09 10:46:32.872609,602.31,Utilities,Lunch with friends
2024-03-23 10:46:32.872609,306.96,Travel,Electricity bill
2021-01-20 10:46:32.872609,19.51,Health,Electricity bill
2021-10-20 10:46:32.872609,435.46,Education,Lunch with friends
2022-07-19 10:46:32.872609,905.94,Utilities,Doctor visit
2021-10-22 10:46:32.872609,722.78,Utilities,Lunch with friends
2024-09-23 10:46:32.872609,448.22,Food,Watched a movie
2025-06-10 10:46:32.872609,646.2,Travel,Paid for groceries
2022-04-11 10:46:32.872609,593.05,Health,Lunch with friends
2022-11-30 10:46:32.872609,638.58,Shopping,Watched a movie
2024-12-22 10:46:32.872609,757.99,Food,Paid for groceries
2025-07-12 10:46:32.872609,992.32,Entertainment,Bought clothes
2022-05-31 10:46:32.872609,259.23,Food,Bought clothes
2022-08-22 10:46:32.872609,413.1,Health,Lunch with friends
2022-01-06 10:46:32.872609,278.04,Entertainment,Watched a movie
2023-11-03 10:46:32.872609,634.82,Utilities,Watched a movie
2022-03-16 10:46:32.872609,335.35,Education,Lunch with friends
2023-02-26 10:46:32.872609,488.45,Entertainment,Paid for groceries
2025-04-30 10:46:32.872609,290.92,Education,Bought clothes
2021-03-20 10:46:32.872609,648.83,Food,Bought clothes
2023-03-12 10:46:32.872609,271.56,Education,Uber ride
2020-11-08 10:46:32.872609,536.87,Entertainment,Bought clothes
2025-05-31 10:46:32.872609,347.73,Health,Online course fee
2024-02-11 10:46:32.872609,681.06,Food,Watched a movie
2023-10-30 10:46:32.872609,508.03,Food,Uber ride
2023-10-23 10:46:32.872609,629.66,Utilities,Electricity bill
2024-01-14 10:46:32.872609,120.36,Utilities,Online course fee
2020-12-14 10:46:32.872609,759.05,Food,Watched a movie
2023-03-16 10:46:32.872609,190.36,Travel,Uber ride
2025-07-17 10:46:32.872609,16.45,Utilities,Paid for groceries
2021-08-24 10:46:32.872609,894.43,Travel,Online course fee
2023-05-12 10:46:32.872609,514.45,Health,Paid for groceries
2021-03-24 10:46:32.872609,500.83,Shopping,Bought clothes
2025-06-02 10:46:32.872609,187.01,Travel,Electricity bill
2024-05-16 10:46:32.872609,762.83,Shopping,Online course fee
2022-09-11 10:46:32.872609,676.25,Food,Lunch with friends
2023-07-12 10:46:32.872609,103.62,Utilities,Doctor visit
2022-03-25 10:46:32.872609,863.41,Health,Bought clothes
2022-11-15 10:46:32.872609,349.01,Education,Uber ride
2020-11-09 10:46:32.872609,690.09,Education,Paid for groceries
2025-06-09 10:46:32.872609,824.33,Entertainment,Doctor visit
2025-05-06 10:46:32.872609,201.66,Shopping,Lunch with friends
2021-05-26 10:46:32.872609,117.62,Travel,Online course fee
2021-04-29 10:46:32.872609,239.48,Shopping,Bought clothes
2021-09-05 10:46:32.872609,314.13,Education,Uber ride
2022-06-23 10:46:32.872609,312.33,Shopping,Paid for groceries
2022-11-07 10:46:32.872609,768.76,Travel,Uber ride
2023-10-01 10:46:32.872609,477.16,Shopping,Paid for groceries
2023-02-14 10:46:32.872609,687.9,Food,Online course fee
2021-05-11 10:46:32.872609,928.28,Travel,Doctor visit
2022-04-30 10:46:32.872609,218.19,Health,Watched a movie
2025-05-23 10:46:32.872609,675.17,Utilities,Online course fee
2024-07-26 10:46:32.872609,330.53,Entertainment,Uber ride
2021-07-26 10:46:32.872609,199.99,Health,Electricity bill
2024-12-03 10:46:32.872609,402.28,Entertainment,Doctor visit
2021-01-03 10:46:32.872609,180.06,Shopping,Bought clothes
2023-04-16 10:46:32.872609,166.36,Entertainment,Online course fee
2022-06-03 10:46:32.872609,665.96,Travel,Paid for groceries
2024-02-04 10:46:32.872609,332.42,Travel,Online course fee
2021-07-19 10:46:32.872609,521.3,Utilities,Watched a movie
2022-04-24 10:46:32.872609,479.04,Travel,Paid for groceries
2024-02-11 10:46:32.872609,599.28,Education,Paid for groceries
2020-11-17 10:46:32.872609,422.74,Entertainment,Watched a movie
2020-07-31 10:46:32.872609,729.2,Food,Lunch with friends
2023-02-02 10:46:32.872609,236.44,Health,Watched a movie
2022-02-02 10:46:32.872609,270.23,Food,Online course fee
2021-09-23 10:46:32.872609,934.99,Health,Lunch with friends
2024-10-27 10:46:32.872609,836.09,Utilities,Watched a movie
2024-11-22 10:46:32.872609,377.08,Entertainment,Online course fee
2021-07-02 10:46:32.872609,313.17,Utilities,Watched a movie
2023-10-15 10:46:32.872609,729.44,Education,Watched a movie
2024-11-03 10:46:32.872609,830.94,Education,Uber ride
2021-06-11 10:46:32.872609,322.19,Education,Lunch with friends
2023-04-20 10:46:32.872609,314.94,Shopping,Paid for groceries
2024-12-16 10:46:32.872609,567.65,Food,Bought clothes
2024-11-01 10:46:32.872609,765.07,Utilities,Online course fee
2024-12-04 10:46:32.872609,15.62,Health,Uber ride
2021-01-18 10:46:32.872609,940.59,Utilities,Paid for groceries
2021-04-13 10:46:32.872609,64.75,Shopping,Paid for groceries
2024-01-01 10:46:32.872609,414.7,Health,Lunch with friends
2022-12-27 10:46:32.872609,649.33,Travel,Lunch with friends
2024-02-09 10:46:32.872609,148.53,Food,Paid for groceries
2022-12-18 10:46:32.872609,462.32,Health,Uber ride
2022-10-26 10:46:32.872609,281.47,Utilities,Lunch with friends
2022-12-17 10:46:32.872609,820.35,Education,Lunch with friends
2023-03-26 10:46:32.872609,210.19,Shopping,Bought clothes
2022-09-15 10:46:32.872609,665.43,Education,Lunch with friends
2020-07-31 10:46:32.872609,263.37,Shopping,Doctor visit
2020-10-07 10:46:32.872609,834.23,Travel,Watched a movie
2023-07-20 10:46:32.872609,33.44,Entertainment,Bought clothes
2021-09-03 10:46:32.872609,433.22,Shopping,Bought clothes
2024-08-26 10:46:32.872609,388.58,Entertainment,Paid for groceries
2022-08-25 10:46:32.872609,562.49,Travel,Lunch with friends
2020-08-19 10:46:32.872609,741.63,Utilities,Uber ride
2022-05-12 10:46:32.872609,799.5,Utilities,Uber ride
2024-10-19 10:46:32.872609,621.38,Education,Uber ride
2025-03-24 10:46:32.872609,445.7,Food,Lunch with friends
2023-07-14 10:46:32.872609,281.22,Food,Uber ride
2021-08-16 10:46:32.872609,83.68,Shopping,Online course fee
2020-08-27 10:46:32.872609,168.81,Utilities,Paid for groceries
2024-05-07 10:46:32.872609,725.62,Travel,Paid for groceries
2020-07-30 10:46:32.872609,942.08,Shopping,Watched a movie
2024-01-26 10:46:32.872609,597.01,Health,Paid for groceries
2024-09-01 10:46:32.872609,952.52,Entertainment,Electricity bill
2021-12-13 10:46:32.872609,947.24,Food,Uber ride
2021-10-28 10:46:32.872609,783.42,Health,Watched a movie
2024-06-11 10:46:32.872609,396.16,Travel,Watched a movie
2025-06-22 10:46:32.872609,960.13,Education,Watched a movie
2022-06-27 10:46:32.872609,709.42,Entertainment,Uber ride
2022-04-22 10:46:32.872609,257.35,Travel,Doctor visit
2021-04-12 10:46:32.872609,987.06,Shopping,Doctor visit
2021-02-17 10:46:32.872609,590.25,Shopping,Online course fee
2022-09-15 10:46:32.872609,68.72,Travel,Lunch with friends
2023-05-18 10:46:32.872609,65.55,Shopping,Watched a movie
2023-11-09 10:46:32.872609,349.27,Food,Bought clothes
2022-04-09 10:46:32.872609,542.52,Education,Bought clothes
2021-06-29 10:46:32.872609,443.74,Travel,Bought clothes
2020-12-02 10:46:32.872609,291.39,Entertainment,Watched a movie
2025-03-05 10:46:32.872609,477.12,Entertainment,Online course fee
2020-10-23 10:46:32.872609,882.04,Shopping,Doctor visit
2022-03-24 10:46:32.872609,83.25,Education,Doctor visit
2022-03-09 10:46:32.872609,977.41,Health,Electricity bill
2023-02-10 10:46:32.872609,735.12,Shopping,Bought clothes
2024-08-20 10:46:32.872609,826.07,Shopping,Uber ride
2023-06-22 10:46:32.872609,875.21,Food,Lunch with friends
2023-11-25 10:46:32.872609,593.91,Utilities,Paid for groceries
2023-06-30 10:46:32.872609,578.35,Travel,Bought clothes
2022-06-13 10:46:32.872609,566.22,Utilities,Bought clothes
2022-12-27 10:46:32.872609,443.88,Travel,Doctor visit
2025-07-14 10:46:32.872609,334.56,Entertainment,Bought clothes
2024-05-28 10:46:32.872609,551.12,Food,Paid for groceries
2021-04-22 10:46:32.872609,664.08,Shopping,Paid for groceries
2022-06-23 10:46:32.872609,561.11,Education,Watched a movie
2023-04-21 10:46:32.872609,819.14,Utilities,Electricity bill
2022-07-27 10:46:32.872609,692.67,Utilities,Online course fee
2024-10-05 10:46:32.872609,149.06,Food,Online course fee
2021-08-11 10:46:32.872609,772.21,Education,Doctor visit
2021-06-24 10:46:32.872609,872.02,Health,Bought clothes
2025-02-08 10:46:32.872609,702.26,Health,Online course fee
2022-10-26 10:46:32.872609,741.67,Shopping,Uber ride
2020-08-30 10:46:32.872609,957.63,Food,Lunch with friends
2021-11-01 10:46:32.872609,367.62,Food,Lunch with friends
2021-10-24 10:46:32.872609,774.98,Food,Bought clothes
2024-08-19 10:46:32.872609,749.8,Entertainment,Uber ride
2021-04-16 10:46:32.872609,222.66,Health,Lunch with friends
2021-09-27 10:46:32.872609,328.05,Shopping,Bought clothes
2024-09-02 10:46:32.872609,235.41,Utilities,Watched a movie
2020-09-04 10:46:32.872609,368.58,Health,Online course fee
2023-11-11 10:46:32.872609,207.0,Travel,Electricity bill
2023-05-21 10:46:32.872609,971.72,Utilities,Watched a movie
2021-07-03 10:46:32.872609,266.44,Entertainment,Lunch with friends
2021-03-31 10:46:32.872609,607.58,Education,Electricity bill
2022-08-11 10:46:32.872609,933.35,Education,Bought clothes
2024-07-17 10:46:32.872609,148.87,Health,Doctor visit
2024-03-15 10:46:32.872609,645.82,Utilities,Online course fee
2024-12-30 10:46:32.872609,433.06,Shopping,Doctor visit
2020-10-06 10:46:32.872609,808.0,Education,Bought clothes
2022-08-29 10:46:32.872609,800.12,Utilities,Electricity bill
2025-06-21 10:46:32.872609,833.36,Food,Lunch with friends
2024-02-23 10:46:32.872609,69.68,Utilities,Online course fee
2021-12-27 10:46:32.872609,989.75,Food,Lunch with friends
2024-11-17 10:46:32.872609,379.74,Food,Uber ride
2023-07-22 10:46:32.872609,570.06,Travel,Watched a movie
2024-01-19 10:46:32.872609,995.7,Health,Uber ride
2020-10-29 10:46:32.872609,960.19,Entertainment,Bought clothes
2023-11-20 10:46:32.872609,874.35,Entertainment,Watched a movie
2020-10-28 10:46:32.872609,333.8,Food,Bought clothes
2024-04-07 10:46:32.872609,543.42,Travel,Uber ride
2021-02-28 10:46:32.872609,289.82,Shopping,Lunch with friends
2024-03-21 10:46:32.872609,340.42,Travel,Online course fee
2025-03-30 10:46:32.872609,76.44,Food,Lunch with friends
2020-08-31 10:46:32.872609,84.8,Utilities,Paid for groceries
2020-10-28 10:46:32.872609,101.22,Travel,Online course fee
2024-06-03 10:46:32.872609,562.71,Shopping,Paid for groceries
2021-03-16 10:46:32.872609,121.21,Shopping,Doctor visit
2022-11-22 10:46:32.872609,166.64,Travel,Doctor visit
2023-01-17 10:46:32.872609,518.37,Shopping,Uber ride
2022-09-08 10:46:32.872609,852.97,Travel,Lunch with friends
2021-04-01 10:46:32.872609,578.19,Education,Bought clothes
2023-08-16 10:46:32.872609,473.76,Entertainment,Doctor visit
2021-12-21 10:46:32.872609,653.67,Education,Lunch with friends
2023-03-20 10:46:32.872609,198.98,Food,Electricity bill
2024-06-28 10:46:32.872609,82.35,Utilities,Uber ride
2021-05-31 10:46:32.872609,687.11,Health,Uber ride
2021-09-15 10:46:32.872609,819.58,Utilities,Online course fee
2024-06-14 10:46:32.872609,471.06,Health,Electricity bill
2024-05-26 10:46:32.872609,890.46,Utilities,Doctor visit
2024-02-02 10:46:32.872609,994.41,Shopping,Paid for groceries
2020-08-10 10:46:32.872609,160.68,Food,Online course fee
2022-03-30 10:46:32.872609,337.13,Entertainment,Bought clothes
2022-11-30 10:46:32.872609,189.86,Education,Doctor visit
2024-04-07 10:46:32.872609,579.47,Entertainment,Watched a movie
2021-02-13 10:46:32.872609,459.51,Travel,Online course fee
2024-04-08 10:46:32.872609,783.3,Entertainment,Watched a movie
2023-06-22 10:46:32.872609,742.06,Utilities,Online course fee
2022-01-25 10:46:32.872609,949.02,Education,Bought clothes
2024-01-18 10:46:32.872609,890.5,Travel,Lunch with friends
2023-12-14 10:46:32.872609,407.45,Food,Paid for groceries
2024-06-26 10:46:32.872609,300.88,Entertainment,Uber ride
2021-04-28 10:46:32.872609,627.45,Shopping,Watched a movie
2022-11-26 10:46:32.872609,396.05,Entertainment,Doctor visit
2025-03-19 10:46:32.872609,18.45,Education,Doctor visit
2021-02-21 10:46:32.872609,329.16,Food,Lunch with friends
2023-06-04 10:46:32.872609,158.99,Shopping,Paid for groceries
2024-08-02 10:46:32.872609,857.02,Shopping,Bought clothes
2024-01-08 10:46:32.872609,588.53,Shopping,Bought clothes
2021-03-20 10:46:32.872609,770.1,Utilities,Watched a movie
2022-02-20 10:46:32.872609,537.04,Health,Electricity bill
2021-03-12 10:46:32.872609,657.08,Education,Lunch with friends
2024-12-15 10:46:32.872609,208.33,Education,Uber ride
2021-02-24 10:46:32.872609,823.31,Health,Online course fee
2023-05-07 10:46:32.872609,926.1,Education,Online course fee
2021-09-01 10:46:32.872609,894.31,Entertainment,Electricity bill
2023-12-21 10:46:32.872609,717.76,Health,Doctor visit
2021-09-04 10:46:32.872609,581.09,Health,Doctor visit
2024-12-01 10:46:32.872609,196.96,Food,Electricity bill
2022-01-11 10:46:32.872609,156.8,Entertainment,Paid for groceries
2025-03-20 10:46:32.872609,315.4,Travel,Doctor visit
2023-06-28 10:46:32.872609,109.89,Travel,Paid for groceries
2021-09-08 10:46:32.872609,538.09,Entertainment,Electricity bill
2022-07-25 10:46:32.872609,945.05,Entertainment,Online course fee
2024-07-01 10:46:32.872609,49.06,Education,Paid for groceries
2022-11-08 10:46:32.872609,136.05,Education,Paid for groceries
